source,target1,target2,method,category,type,race,gender,path,Unnamed: 9,zip_path,local_path
id06066,id00763,-,fsgan,C,FakeVideo-RealAudio,Asian (East),women,00028_id00763_lI1GEn3Ima0.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id06066,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06066/00028_id00763_lI1GEn3Ima0.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06066/00028_id00763_lI1GEn3Ima0.mp4
id07195,id07108,-,faceswap,C,FakeVideo-RealAudio,Asian (South),men,00186_id07108_qwfQPcvjGRY_faceswap.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id07195,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07195/00186_id07108_qwfQPcvjGRY_faceswap.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07195/00186_id07108_qwfQPcvjGRY_faceswap.mp4
id00385,id00848,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00439_id00848_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id00385,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00385/00439_id00848_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00385/00439_id00848_wavtolip.mp4
id04066,id00763,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00013_id00763_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id04066,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id04066/00013_id00763_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id04066/00013_id00763_wavtolip.mp4
id02301,id05106,-,wav2lip,C,FakeVideo-RealAudio,African,women,00092_id05106_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id02301,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id02301/00092_id05106_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id02301/00092_id05106_wavtolip.mp4
id07768,id04599,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),men,00143_id04599_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id07768,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07768/00143_id04599_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07768/00143_id04599_wavtolip.mp4
id00366,id00781,-,fsgan,C,FakeVideo-RealAudio,African,men,00118_id00781_fvsSae9yc0A.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00366,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00366/00118_id00781_fvsSae9yc0A.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00366/00118_id00781_fvsSae9yc0A.mp4
id02301,id00359,-,wav2lip,C,FakeVideo-RealAudio,African,women,00092_id00359_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id02301,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id02301/00092_id00359_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id02301/00092_id00359_wavtolip.mp4
id05931,id00235,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00013_id00235_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id05931,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05931/00013_id00235_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05931/00013_id00235_wavtolip.mp4
id00707,id00592,-,wav2lip,C,FakeVideo-RealAudio,African,women,00052_id00592_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id00707,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00707/00052_id00592_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00707/00052_id00592_wavtolip.mp4
id00062,id00169,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00278_id00169_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id00062,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00062/00278_id00169_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00062/00278_id00169_wavtolip.mp4
id00495,id00403,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00027_id00403_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id00495,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00403_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00403_wavtolip.mp4
id00264,id01201,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00257_id01201_Q8XWfmNiWYA.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id00264,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00264/00257_id01201_Q8XWfmNiWYA.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00264/00257_id01201_Q8XWfmNiWYA.mp4
id00103,id07210,-,fsgan,C,FakeVideo-RealAudio,Asian (South),men,00241_id07210_0160kET2rUM.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id00103,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00103/00241_id07210_0160kET2rUM.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00103/00241_id07210_0160kET2rUM.mp4
id04564,id06268,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00417_id06268_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id04564,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04564/00417_id06268_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04564/00417_id06268_wavtolip.mp4
id07165,id00082,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),men,00368_id00082_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id07165,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07165/00368_id00082_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07165/00368_id00082_wavtolip.mp4
id01001,id01018,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00086_id01018_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id01001,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id01001/00086_id01018_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id01001/00086_id01018_wavtolip.mp4
id01225,id00180,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00300_id00180_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id01225,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01225/00300_id00180_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01225/00300_id00180_wavtolip.mp4
id03815,id06438,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00118_id06438_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id03815,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id03815/00118_id06438_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id03815/00118_id06438_wavtolip.mp4
id05434,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Asian (South),women,00052_0.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id05434,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_0.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_0.mp4
id00777,id01239,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00160_id01239_gJvquKo7kbA.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id00777,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00777/00160_id01239_gJvquKo7kbA.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00777/00160_id01239_gJvquKo7kbA.mp4
id07165,id00745,-,fsgan,C,FakeVideo-RealAudio,Asian (South),men,00368_id00745_eODND1ul7vE.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id07165,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07165/00368_id00745_eODND1ul7vE.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id07165/00368_id00745_eODND1ul7vE.mp4
id00971,id01210,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00253_id01210_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id00971,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00971/00253_id01210_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00971/00253_id01210_wavtolip.mp4
id00391,id01597,-,wav2lip,C,FakeVideo-RealAudio,African,men,00052_id01597_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00391/00052_id01597_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00391/00052_id01597_wavtolip.mp4
id00232,id00332,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00025_id00332_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id00232,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_id00332_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_id00332_wavtolip.mp4
id05435,id04530,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00107_id04530_W5-PTTL9HzU.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id05435,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04530_W5-PTTL9HzU.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04530_W5-PTTL9HzU.mp4
id01002,id00042,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00043_id00042_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id01002,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id01002/00043_id00042_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id01002/00043_id00042_wavtolip.mp4
id03747,0.mp4,-,faceswap,C,FakeVideo-RealAudio,African,women,00273_0.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id03747,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id03747/00273_0.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id03747/00273_0.mp4
id04216,id01210,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00470_id01210_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id04216,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id04216/00470_id01210_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id04216/00470_id01210_wavtolip.mp4
id00616,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (American),women,00305_0.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id00616,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00616/00305_0.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00616/00305_0.mp4
id04564,id07051,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00417_id07051_d1c0Pl2aP_4.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id04564,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04564/00417_id07051_d1c0Pl2aP_4.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04564/00417_id07051_d1c0Pl2aP_4.mp4
id00414,id00857,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),men,00052_id00857_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id00414,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00414/00052_id00857_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00414/00052_id00857_wavtolip.mp4
id05383,-,-,faceswap,C,FakeVideo-RealAudio,Asian (East),men,00015.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/men/id05383,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id05383/00015.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id05383/00015.mp4
id01236,id01610,iaDJJA,faceswap,C,FakeVideo-RealAudio,African,men,00005_id01610_l8zb_iaDJJA_faceswap.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01236,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01236/00005_id01610_l8zb_iaDJJA_faceswap.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01236/00005_id01610_l8zb_iaDJJA_faceswap.mp4
id00325,id01002,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00015_id01002_eQTviHjyISo.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id00325,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00325/00015_id01002_eQTviHjyISo.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00325/00015_id01002_eQTviHjyISo.mp4
id04691,id00560,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,1_id00560_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/men/id04691,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id04691/1_id00560_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id04691/1_id00560_wavtolip.mp4
id01661,-,-,faceswap,C,FakeVideo-RealAudio,African,women,00059.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id01661,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id01661/00059.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id01661/00059.mp4
id00568,id02301,-,fsgan,C,FakeVideo-RealAudio,African,women,00384_id02301_WdVa7Mp3brI.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id00568,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00568/00384_id02301_WdVa7Mp3brI.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00568/00384_id02301_WdVa7Mp3brI.mp4
id00496,id00287,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00015_id00287_2NpfYjyMsPM.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/women/id00496,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00496/00015_id00287_2NpfYjyMsPM.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00496/00015_id00287_2NpfYjyMsPM.mp4
id01281,id00363,-,fsgan,C,FakeVideo-RealAudio,Asian (East),women,00040_id00363_XNRwEZtddRk.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id01281,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id01281/00040_id00363_XNRwEZtddRk.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id01281/00040_id00363_XNRwEZtddRk.mp4
id05931,id04927,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00013_id04927_8MD618FRyfA.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id05931,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05931/00013_id04927_8MD618FRyfA.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05931/00013_id04927_8MD618FRyfA.mp4
id00082,id04601,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),men,00052_id04601_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/men/id00082,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00082/00052_id04601_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00082/00052_id04601_wavtolip.mp4
id00476,id01995,-,fsgan,C,FakeVideo-RealAudio,African,men,00109_id01995_YUR9wTypwIo.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00476/00109_id01995_YUR9wTypwIo.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00476/00109_id01995_YUR9wTypwIo.mp4
id05268,id01204,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00010_id01204_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/men/id05268,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id05268/00010_id01204_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id05268/00010_id01204_wavtolip.mp4
id02587,id07739,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00020_id07739_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id02587,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id02587/00020_id07739_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id02587/00020_id07739_wavtolip.mp4
id01004,id00025,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),women,00028_id00025_PjSeVtbvSjA.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id01004,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01004/00028_id00025_PjSeVtbvSjA.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01004/00028_id00025_PjSeVtbvSjA.mp4
id07039,id06061,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00105_id06061_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id07039,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id07039/00105_id06061_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id07039/00105_id06061_wavtolip.mp4
id09116,id07039,-,fsgan,C,FakeVideo-RealAudio,Asian (East),women,00026_id07039_fZEATu9fyTk.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id09116,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id09116/00026_id07039_fZEATu9fyTk.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id09116/00026_id07039_fZEATu9fyTk.mp4
id04530,id03897,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00231_id03897_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id04530,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04530/00231_id03897_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04530/00231_id03897_wavtolip.mp4
id00747,id07236,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00053_id07236_Fe0sdHw3sc4.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id00747,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id00747/00053_id07236_Fe0sdHw3sc4.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id00747/00053_id07236_Fe0sdHw3sc4.mp4
id01225,id00458,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00300_id00458_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id01225,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01225/00300_id00458_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id01225/00300_id00458_wavtolip.mp4
id01211,id00088,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00023_id00088_6WIDWxr8vuU.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id01211,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id01211/00023_id00088_6WIDWxr8vuU.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id01211/00023_id00088_6WIDWxr8vuU.mp4
id00225,id00171,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00078_id00171_PWU6n0qrv4c.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (European)/men/id00225,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00225/00078_id00171_PWU6n0qrv4c.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00225/00078_id00171_PWU6n0qrv4c.mp4
id06066,id07739,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00028_id07739_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id06066,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06066/00028_id07739_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06066/00028_id07739_wavtolip.mp4
id00835,id01227,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00195_id01227_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/women/id00835,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00835/00195_id01227_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00835/00195_id01227_wavtolip.mp4
id04583,id00149,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00077_id00149_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id04583,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id00149_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id00149_wavtolip.mp4
id06268,id06437,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00159_id06437_3BZvvzBhj8s.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id06268,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id06268/00159_id06437_3BZvvzBhj8s.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id06268/00159_id06437_3BZvvzBhj8s.mp4
id09116,id08402,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00026_id08402_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/women/id09116,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id09116/00026_id08402_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id09116/00026_id08402_wavtolip.mp4
id00020,id00018,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00206_id00018_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Caucasian (American)/men/id00020,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00020/00206_id00018_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00020/00206_id00018_wavtolip.mp4
id07049,id02089,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00043_id02089_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (South)/women/id07049,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id07049/00043_id02089_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id07049/00043_id02089_wavtolip.mp4
id00597,id05332,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00019_id05332_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/men/id00597,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id00597/00019_id05332_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id00597/00019_id05332_wavtolip.mp4
id09053,id03889,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00005_id03889_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/Asian (East)/men/id09053,FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id09053/00005_id03889_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id09053/00005_id03889_wavtolip.mp4
id05252,id04374,-,wav2lip,C,FakeVideo-RealAudio,African,women,00052_id04374_wavtolip.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id05252,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id05252/00052_id04374_wavtolip.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id05252/00052_id04374_wavtolip.mp4
id05251,id01178,-,fsgan,C,FakeVideo-RealAudio,African,women,00033_id01178_6XpgYMiKxhc.mp4,FakeAVCeleb/FakeVideo-RealAudio/African/women/id05251,FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc.mp4,../data/raw/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc.mp4
